id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1062734,1295018,11200,11200,11200, 36 months,12.42,374.26,B,B4,myrvpartsplace.com,3 years,RENT,75000,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062734,,car,Car,925xx,CA,22.88,0,Dec-96,0,,,8,0,25673,74.4,13,f,0,0,4225.13,4225.13,2702.91,1033.89,0,488.33,4.72,Oct-12,374.26,,Mar-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062654,1294929,5000,5000,5000, 36 months,11.71,165.38,B,B3,AEG LIVE,4 years,RENT,35000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062654,  Borrower added on 12/08/11 > To finance a car that will be paid faster than 36 months probably within a year.<br>,car,Car,902xx,CA,4.01,0,Oct-06,1,,,3,0,4263,61.8,3,f,0,0,5727.46,5727.46,5000,727.46,0,0,0,Sep-13,1905.29,,Oct-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1020855,1249642,8000,8000,8000, 36 months,12.69,268.36,B,B5,henkel corporation ,5 years,RENT,48000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1020855,  Borrower added on 12/12/11 > I'm requesting for a loan to finance a car I would like to purchase.<br>,car,car,928xx,CA,15.33,2,Jul-97,2,9,,10,0,4384,38.5,15,f,0,0,9658.235539,9658.24,8000,1658.24,0,0,0,Dec-14,277.8,,Dec-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061194,1292992,5600,5600,5600, 36 months,6.03,170.44,A,A1,,n/a,OWN,41100,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061194,  Borrower added on 12/07/11 > For the purchase of a mint collectable 1941 Chevrolet  Pick-up.The price includes shipping and the price is under-valued for this vehicle.I am personally funding this investment with my own money.Regards<br>,car,1941 Chevrolet 3100,117xx,NY,3.97,0,Jul-90,0,,,17,0,3777,2.7,44,f,0,0,5874.77,5874.77,5600,274.77,0,0,0,Dec-12,3683.63,,Dec-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1060945,1293124,6000,6000,6000, 36 months,12.42,200.5,B,B4,AXA Assistance,4 years,RENT,92000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060945,,car,Cycle,606xx,IL,10.6,0,Oct-00,2,28,,6,0,7270,82.5,18,f,0,0,7216.641117,7216.64,6000,1216.64,0,0,0,Dec-14,203.82,,Dec-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1060995,1292578,12000,12000,12000, 36 months,12.42,400.99,B,B4,HSA-UWC,< 1 year,RENT,60000,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060995,,car,Credit Cards Consolidation Loan,029xx,RI,6.3,0,Feb-05,1,,,8,0,8894,78.7,14,f,0,0,9546.76,9546.76,6788.45,2019.47,0,738.84,7.2498,Oct-13,400.99,,Feb-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1046507,1277552,3050,3050,3050, 36 months,9.91,98.29,B,B1,Child's Day,1 year,RENT,16800,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046507,"  Borrower added on 12/07/11 > This is for the purchase of a new scooter.<br><br> Borrower added on 12/07/11 > This loan is for the purchase of a SYM Fiddle II scooter. I'll be using it as my main source of transportation between home, work, and school.<br><br> Borrower added on 12/07/11 > This loan will be used to purchase a new scooter for my daily transportation needs. My lengthy history of on-time payments reflects my commitment to my financial obligations. You can be sure that this will continue with this loan.<br>",car,Car Loan,787xx,TX,3.5,0,Mar-96,0,,,3,0,3019,86.3,8,f,0,0,3537.37435,3537.37,3050,487.37,0,0,0,Dec-14,102.42,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059936,1291775,10000,10000,10000, 36 months,14.27,343.09,C,C2,OEC Freight,4 years,RENT,40000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1059936,,car,Car Loan,113xx,NY,18.69,0,Oct-07,0,,,6,0,5689,87.5,7,f,0,0,11154.11,11154.11,10000,1154.11,0,0,0,Nov-12,7731.76,,Sep-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059497,1291322,5000,5000,5000, 36 months,10.65,162.87,B,B2,Sandestin Beach Hilton,10+ years,MORTGAGE,35000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1059497,  Borrower added on 12/06/11 > Plan on using funds for purchase of Saab 9-3<br>I have been a homeowner for 20 years making on time payments<br>,car,Saab 9-3 loan,325xx,FL,13.92,0,Nov-90,0,49,,8,0,3418,30.5,23,f,0,0,5861.566609,5861.57,5000,861.57,0,0,0,Dec-14,169.7,,Dec-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058060,1289636,5000,5000,5000, 36 months,16.29,176.51,D,D1,,10+ years,OWN,40000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1058060,,car,farm loan,206xx,MD,9.57,1,Jan-01,1,12,,9,0,7470,92.2,13,f,0,0,6360.098375,6360.1,5000,1360.1,0,0,0,Feb-15,9.33,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1018385,1246619,7000,7000,7000, 36 months,6.62,214.93,A,A2,,n/a,MORTGAGE,24000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1018385,,car,Car Loan,921xx,CA,11.45,0,Feb-82,3,46,,10,0,14381,22.9,24,f,0,0,7580.27,7580.27,7000,580.27,0,0,0,Aug-13,3506.92,,Sep-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1047639,1278737,6350,6350,6350, 60 months,11.71,140.33,B,B3,Denny's,4 years,RENT,49200,Source Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047639,,car,Used Auto Loan,939xx,CA,4.71,0,Apr-06,0,,,8,0,4852,24.6,10,f,1464.85,1464.85,6862.91,6862.91,4885.15,1977.76,0,0,0,Jan-16,140.33,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1048070,1279208,3000,3000,2975, 36 months,13.49,101.8,C,C1,Tanner Medical Center,10+ years,MORTGAGE,70000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1048070,"  Borrower added on 12/04/11 > First of all, thank you for considering financing my needs. Tough time of year to have a transmission got out on my car and I need to get it fixed soon. My employment has been steady for 12 years and I don't foresee any layoffs in my future. <br>",car,New car,301xx,GA,15.17,0,Jul-86,1,,110,10,1,24736,92.6,23,f,0,0,3663.054805,3632.57,3000,663.05,0,0,0,Dec-14,106.03,,Nov-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1052616,1284174,8400,8400,8400, 60 months,14.65,198.3,C,C3,A&A Sheetmetal Contractors Corp.,6 years,RENT,51008,Source Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052616,  Borrower added on 12/06/11 > I'm trying to obtain reliable transportation. I really appreciate this - and won't let y'all down.<br>,car,Car Loan,331xx,FL,8.14,0,Dec-94,1,,,4,0,9118,82.9,10,f,2030.39,2030.39,9730.14,9730.14,6369.61,3345.53,15,0,0,Jan-16,198.3,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1052196,1283745,5000,5000,4950, 36 months,12.42,167.08,B,B4,Travis Central Appraisal District,< 1 year,RENT,47000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052196,,car,Used Auto,787xx,TX,2.91,0,Jun-87,0,44,,3,0,2392,70.4,4,f,0,0,5575.75,5519.98,5000,575.75,0,0,0,Dec-13,407.06,,Jan-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1041216,1271243,14000,14000,14000, 60 months,17.27,349.98,D,D3,showtime consessions supply,1 year,RENT,52000,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041216,,car,"Used car,debt consolidation loan",286xx,NC,5.35,0,Aug-99,1,,107,4,1,8555,75,8,f,0,0,14349.18,14349.18,8209.42,6121.56,0,18.2,3.276,May-15,349.98,,Dec-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1051325,1282623,6000,6000,6000, 36 months,15.27,208.79,C,C4,Wegmans Food Markets,5 years,RENT,29000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051325,,car,Car Loan,212xx,MD,2.77,0,Apr-04,1,,,3,0,1918,54.8,5,f,0,0,6904.51,6904.51,6000,904.51,0,0,0,Feb-13,4200.64,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1050642,1281883,3800,3800,3800, 36 months,6.62,116.68,A,A2,Ares Inc.,3 years,MORTGAGE,62352,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050642,,car,jeeploan2002,435xx,OH,12.07,0,Nov-84,0,39,,9,0,21852,21.3,24,f,0,0,4185.576407,4185.58,3800,385.58,0,0,0,Jun-14,813.04,,Jun-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1050591,1281827,4200,4200,4200, 36 months,6.62,128.96,A,A2,Westlake Chemical Company,7 years,MORTGAGE,60000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050591,  Borrower added on 12/02/11 > Wanting to buy used truck. Lending club rates attractive. <br>Steady Job of 7 years. Excellent credit history!<br>,car,Car Loan,756xx,TX,19.84,0,Jun-98,3,,,9,0,11317,54,29,f,0,0,4640.468526,4640.47,4200,440.47,0,0,0,Dec-14,142.73,,Feb-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1049033,1280188,8000,8000,8000, 60 months,14.27,187.27,C,C2,Pernsteiner & Sons Fabrication,6 years,MORTGAGE,62400,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1049033,"  Borrower added on 12/04/11 > Have been looking for a truck for a while, this particular truck is hard to find, in our state banks will not loan out on anything older than a 2003, so we are seeking an outside lender. <br>",car,F350 Loan,953xx,CA,16.56,0,Apr-02,1,,,9,0,8821,60.4,28,f,1929.46,1929.46,9159.85,9159.85,6070.53,3089.32,0,0,0,Jan-16,187.27,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1047552,1278645,7875,7875,7875, 60 months,17.27,196.86,D,D3,Mandalay Bay Resort & Casino,6 years,OWN,38400,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047552,,car,05' Hyundai Sonata ,891xx,NV,10.28,0,Jul-00,1,46,,3,0,9047,70.1,16,f,0,0,2158.31,2158.31,984.57,1173.74,0,0,0,Nov-12,196.86,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1045354,1275976,14400,14400,14350, 60 months,11.71,318.22,B,B3,traer joes,10+ years,MORTGAGE,84000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1045354,  Borrower added on 11/30/11 > Stable job for 11 years. Good credit I make payments on time. Buying a car I love!<br> Borrower added on 11/30/11 > That can go 4x4 in the snow  Paid off my Audi car loan earlier this year. <br> Borrower added on 12/02/11 > Thank you for checking out my loan and helping me buy my dream Jeep!<br> Borrower added on 12/09/11 > I am purchasing the Jeep from a private seller not a dealer hence my need for a personal loan<br> Borrower added on 12/12/11 >  It's a 1987 jeep grand wagoneer with low mileage in mint condition!<br>,car,Jeep,949xx,CA,10.5,0,Mar-96,0,48,,12,0,8655,41.6,22,f,0,0,18679.1941,18614.36,14400,4279.19,0,0,0,Aug-15,2114.45,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1047667,1278767,8000,8000,8000, 36 months,6.03,243.49,A,A1,Bourough of Butler,10+ years,MORTGAGE,86400,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047667,,car,Business loan,074xx,NJ,7.32,0,May-82,0,,,17,0,7736,5.5,53,f,0,0,8752.87417,8752.87,8000,752.87,0,0,0,Aug-14,1208.58,,Feb-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1040942,1271153,6000,6000,6000, 36 months,7.9,187.75,A,A4,Agusta Westland,5 years,MORTGAGE,139200,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1040942,,car,Jeep,190xx,PA,20.09,0,Nov-90,0,,,19,0,33725,43.4,31,f,0,0,6394.75,6394.75,6000,394.75,0,0,0,Jul-13,17.91,,Jul-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1046480,1277523,3000,3000,3000, 60 months,12.42,67.38,B,B4,Equipment Transport LLC.,2 years,MORTGAGE,106800,Not Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046480,,car,Ranger Loan,170xx,PA,6.6,0,Dec-97,5,,,13,0,309,0.7,46,f,698.94,698.94,3297.72,3297.72,2301.06,996.66,0,0,0,Jan-16,67.38,Feb-16,Jun-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1043030,1273525,25000,25000,24925, 36 months,6.62,767.6,A,A2,"Amphora, Inc.",2 years,MORTGAGE,249999.96,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1043030,"  Borrower added on 12/04/11 > I've never missed a payment or defaulted.  Closing costs on a home equity loan were way too high!  I need to ship a vehicle, so it can't have a lien.  Thanks!<br>",car,VWLOAN,773xx,TX,4.65,0,Dec-92,0,,,6,0,4548,26,23,f,0,0,26420.12,26340.86,25000,1420.12,0,0,0,Dec-12,17988.23,,Dec-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1037682,1267588,4800,4800,4800, 36 months,12.42,160.4,B,B4,Countryside Animal Hospital,10+ years,MORTGAGE,108000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1037682,  Borrower added on 11/28/11 > for a used car<br>,car,Car Loan,435xx,OH,9.64,0,Feb-93,1,27,,6,0,25029,79.5,18,f,0,0,5772.450725,5772.45,4800,972.45,0,0,0,Dec-14,166.25,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1044994,1275383,3000,3000,3000, 36 months,16.77,106.62,D,D2,URS Corp,4 years,RENT,59100,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044994,,car,Car Loan,921xx,CA,12.87,4,Dec-04,0,1,,2,0,0,0,13,f,0,0,2772.12,2772.12,2001.66,756.71,0,13.75,0,Mar-14,106.62,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1041749,1272016,16675,16675,16425, 60 months,11.71,368.49,B,B3,Grande Ronde Hospital,7 years,MORTGAGE,72000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041749,  Borrower added on 11/29/11 > I plan on purchasing a Harley Davidson motorcycle. I have an excellent history of not being late with loan payments. I have a college degree and have worked for the same hospital for over 7 years. Thank you.<br>,car,Harley loan,978xx,OR,8.68,0,Oct-95,0,,,10,0,18885,66.3,43,f,0,0,17467.85,17205.96,16675,792.85,0,0,0,May-12,15998.23,,May-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1044826,1275196,2500,2500,2500, 60 months,12.69,56.49,B,B5,Autozone,1 year,OWN,33840,Not Verified,Nov-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044826,,car,1948 Chev,855xx,AZ,14.82,1,Dec-95,0,17,,8,0,7798,27.5,11,f,587.42,587.42,2761.51,2761.51,1912.58,848.93,0,0,0,Jan-16,56.49,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1044500,1274849,32000,32000,31975, 60 months,20.89,863.73,F,F1,Nypd,10+ years,OWN,100000,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044500,,car,Car Loan,125xx,NY,18.84,0,Nov-96,1,67,,12,0,11749,73.9,24,f,8589.79,8583.04,42298.59,42265.65,23410.2,18888.39,0,0,0,Jan-16,863.73,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1044459,1274808,4800,4800,4800, 36 months,10.65,156.36,B,B2,brittany farms health center,3 years,RENT,24500,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044459,  Borrower added on 11/28/11 > Thank you for investing your time and money in this loan decision<br>,car,Car Loan,060xx,CT,3.38,0,Jun-07,3,,,5,0,2276,34.5,8,f,0,0,5588.315034,5588.32,4800,788.32,0,0,0,May-14,1223.5,,Dec-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1044140,1274483,8000,8000,8000, 36 months,10.65,260.59,B,B2,REC Solar,< 1 year,RENT,42816,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044140,"  Borrower added on 11/27/11 > I am looking to finance a 2005 VW Jetta TDI, I really have very little other monthly expenses and allmost no debt, I still live at home with my parents however I am not at home much do to extensive travel for  my job.<br>I have a good paying job in one of the only growing industries (solar) and I have a national certification for the profession.<br>I could afford to buy this car outright in a few months however the amount I would save in gas would make the monthly payments.<br>Thank You for your consideration!<br>",car,Car Loan,175xx,PA,1.88,0,Apr-07,0,,,5,0,1796,64.1,8,f,0,0,4450.56,4450.56,3228.91,933.29,14.98461338,273.38,2.94,Apr-13,521.18,,Sep-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1044077,1274416,3000,3000,3000, 36 months,6.62,92.12,A,A2,"E-Z-GO, Textron",1 year,MORTGAGE,45000,Not Verified,Nov-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044077,,car,Car Loan,328xx,FL,16.32,0,Apr-93,1,,,7,0,58403,62.8,23,f,0,0,3314.926914,3314.93,3000,314.93,0,0,0,Dec-14,99.31,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
